# Tala card catalog — GENERATED by packages/tala/scripts/build-card-catalog.py. Do not edit.
# Card and quiz ids -> the student app's subcategories. Append-only: see the script.
C	ffct-12849	420
C	ffct-12850	7
C	ffct-12851	7,32
C	ffct-12852	438
C	ffct-12853	22,390
C	ffct-12854	20,32
C	ffct-12855	390
C	ffct-12856	7,3
C	ffct-12857	437,417
C	ffct-12858	396
C	ffct-12859	420,3
C	ffct-12860	393
C	ffct-12861	392
C	ffct-12862	2,390
C	ffct-12863	8
C	ffct-12864	11,20
C	ffct-12865	40
C	ffct-12866	392,3
C	ffct-12867	392
C	ffct-12868	407,2
C	ffct-12869	417,40
C	ffct-12870	410,28
C	ffct-12871	390,26
C	ffct-12872	392,390
C	ffct-12873	25,392
C	ffct-12874	48,417
C	ffct-12875	7,3
C	ffct-12876	7,2
C	ffct-12877	7,2
C	ffct-12878	392
C	ffct-12879	417
C	ffct-12881	26,390
C	ffct-12882	2
C	ffct-12883	39,3
C	ffct-12884	399,2
C	ffct-12885	39
C	ffct-12886	22,32
C	ffct-12887	400,3
C	ffct-12888	400,2
C	ffct-12889	48,41
C	ffct-12890	417,41
C	ffct-12891	393,3
C	ffct-12892	388,390
C	ffct-12893	31
C	ffct-12894	399,429
C	ffct-12895	392
C	ffct-12896	393
C	ffct-12897	2,423
C	ffct-12898	411,41
C	ffct-12899	407,400
C	ffct-12900	399,3
C	ffct-12901	390,404
C	ffct-12902	12
C	ffct-12903	420,2
C	ffct-12904	22,20
C	ffct-12905	417,41
C	ffct-12906	7,3
C	ffct-12907	7,2
C	ffct-12908	400,399
C	ffct-12909	392
C	ffct-12910	390,418
C	ffct-12911	48
C	ffct-12912	417,32
C	ffct-12913	399,3
C	ffct-12914	417
C	ffct-12915	39,2
C	ffct-12916	399,20
C	ffct-12917	417,41
C	ffct-12918	390
C	ffct-12919	400,394
C	ffct-12920	38
C	ffct-12921	49
C	ffct-12922	400,39
C	ffct-12923	386
C	ffct-12924	23,3
C	ffct-12925	26
C	ffct-12926	39,2
C	ffct-12927	390
C	ffct-12928	386
C	ffct-12929	12
C	ffct-12930	442,26
C	ffct-12931	420,2
C	ffct-12932	48,417
C	ffct-12933	20
C	ffct-12934	40,416
C	ffct-12935	25
C	ffct-12936	417,415
C	ffct-12937	392
C	ffct-12938	420,424
C	ffct-12939	399
C	ffct-12940	420
C	ffct-12941	399
C	ffct-12942	399
C	ffct-12943	393,3
C	ffct-12944	25
C	ffct-12945	48,417
C	ffct-12946	20
C	ffct-12947	38
C	ffct-12948	10,412
C	ffct-12949	399
C	ffct-12950	26
C	ffct-12951	39
C	ffct-12952	392,391
C	ffct-12953	32
C	ffct-12954	7,2
C	ffct-12955	26,399
C	ffct-12956	432,2
C	ffct-12957	399,424
C	ffct-12958	393
C	ffct-12959	39
C	ffct-12960	7,2
C	ffct-12961	393,429
C	ffct-12962	7
C	ffct-12963	392
C	ffct-12964	392,12
C	ffct-12965	49
C	ffct-12966	40,417
C	ffct-12967	3,394
C	ffct-12968	26
C	ffct-12969	392
C	ffct-12970	390,392
C	ffct-12971	7,3
C	ffct-12972	388
C	ffct-12973	399,3
C	ffct-12974	420,3
C	ffct-12975	390,26
C	ffct-12976	36
C	ffct-12977	420,2
C	ffct-12978	399,38
C	ffct-12979	399,2
C	ffct-12980	420
C	ffct-12981	411
C	ffct-12982	399,3
C	ffct-12983	400,390
C	ffct-12984	39,22
C	ffct-12985	392
C	ffct-12986	392
C	ffct-12987	417
C	ffct-12988	393
C	ffct-12989	32,439
C	ffct-12990	400
C	ffct-12991	411
C	ffct-12992	48,437
C	ffct-12993	417
C	ffct-12994	399,429
C	ffct-12995	7
C	ffct-12996	39,2
C	ffct-12997	22,20
C	ffct-12998	392
C	ffct-12999	407,2
C	ffct-13000	420,3
C	ffct-13001	390
C	ffct-13002	42
C	ffct-13003	399
C	ffct-13004	8
C	ffct-13005	25
C	ffct-13006	38,3
C	ffct-13007	25
C	ffct-13008	399,400
C	ffct-13009	17
C	ffct-13010	417
C	ffct-13011	11,2
C	ffct-13012	437
C	ffct-13013	7,2
C	ffct-13015	437,426
C	ffct-13016	390
C	ffct-13017	417,41
C	ffct-13018	399,2
C	ffct-13019	390,388
C	ffct-13020	23,2
C	ffct-13021	392,424
C	ffct-13022	420
C	ffct-13023	417,48
C	ffct-13024	392
C	ffct-13025	390,392
C	ffct-13026	420
C	ffct-13027	392,388
C	ffct-13028	31
C	ffct-13029	39
C	ffct-13030	390,388
C	ffct-13031	399,3
C	ffct-13032	393
C	ffct-13033	26
C	ffct-13034	31,32
C	ffct-13035	399,2
C	ffct-13036	399,2
C	ffct-13037	390
C	ffct-13038	2,420
C	ffct-13039	417,401
C	ffct-13040	390
C	ffct-13041	3,2
C	ffct-13042	417,416
C	ffct-13043	424
C	ffct-13044	7,32
C	ffct-13045	23,3
C	ffct-13046	26
C	ffct-13047	417
C	ffct-13048	39,400
C	ffct-13049	1,32
C	ffct-13050	417,416
C	ffct-13051	417,439
C	ffct-13052	39,2
C	ffct-13053	38,3
C	ffct-13054	399,416
C	ffct-13055	390,404
C	ffct-13056	399,20
C	ffct-13057	390
C	ffct-13058	49,41
C	ffct-13059	7,2
C	ffct-13060	417,437
C	ffct-13061	20
C	ffct-13062	392
C	ffct-13063	26,390
C	ffct-13064	393,26
C	ffct-13065	392
C	ffct-13066	392,390
C	ffct-13067	404
C	ffct-13069	392,25
C	ffct-13070	417
C	ffct-13071	390
C	ffct-13072	22
C	ffct-13073	2
C	ffct-13074	393,390
C	ffct-13075	393
C	ffct-13076	392,17
C	ffct-13077	39,2
C	ffct-13078	23
C	ffct-13079	417,437
C	ffct-13080	7,2
C	ffct-13082	442,390
C	ffct-13083	390,388
C	ffct-13084	386
C	ffct-13085	404
C	ffct-13086	392,439
C	ffct-13087	399
C	ffct-13088	40
C	ffct-13089	39,3
C	ffct-13090	7,2
C	ffct-13091	3
C	ffct-13092	404,26
C	ffct-13093	417,415
C	ffct-13094	390,388
C	ffct-13095	390
C	ffct-13096	417
C	ffct-13097	386
C	ffct-13099	39
C	ffct-13102	417
C	ffct-13103	7,3
C	ffct-13104	399,11
C	ffct-13105	417,439
C	ffct-13106	393,3
C	ffct-13107	417,411
C	ffct-13108	390
C	ffct-13109	399,2
C	ffct-13110	400,32
C	ffct-13111	49
C	ffct-13112	399,2
C	ffct-13113	399,3
C	ffct-13114	426,417
C	ffct-13115	399,2
C	ffct-13116	393,26
C	ffct-13117	417
C	ffct-13118	437,48
C	ffct-13119	420
C	ffct-13120	406,417
C	ffct-13121	411
C	ffct-13122	26
C	ffct-13123	417
C	ffct-13124	392,390
C	ffct-13125	12,7
C	ffct-13126	404
C	ffct-13127	399,2
C	ffct-13128	12,17
C	ffct-13129	390
C	ffct-13130	399,3
C	ffct-13131	26
C	ffct-13132	417
C	ffct-13133	420
C	ffct-13134	400,32
C	ffct-13135	392
C	ffct-13136	40
C	ffct-13137	401,9
C	ffct-13138	400
C	ffct-13139	392
C	ffct-13140	437,32
C	ffct-13141	25
C	ffct-13143	1
C	ffct-13144	439
C	ffct-13145	8
C	ffct-13146	386
C	ffct-13147	8
C	ffct-13148	393,3
C	ffct-13149	39,400
C	ffct-13150	420,2
C	ffct-13151	399
C	ffct-13152	420
C	ffct-13153	39,400
C	ffct-13154	399
C	ffct-13156	400,407
C	ffct-13157	386
C	ffct-13158	442
C	ffct-13159	1,2
C	ffct-13160	399,3
C	ffct-13161	49,26
C	ffct-13162	417,426
C	ffct-13163	400,2
C	ffct-13164	32,42
C	ffct-13165	390
C	ffct-13166	7
C	ffct-13167	7
C	ffct-13168	38,399
C	ffct-13169	32
C	ffct-13170	7
C	ffct-13171	41
C	ffct-13172	390,26
C	ffct-13173	417,48
C	ffct-13174	424,396
C	ffct-13175	393,2
C	ffct-13176	417,440
C	ffct-13177	26,388
C	ffct-13178	7,3
C	ffct-13179	3,386
C	ffct-13180	417
C	ffct-13181	39,2
C	ffct-13182	437,18
C	ffct-13183	400,2
C	ffct-13184	400,399
C	ffct-13185	399,41
C	ffct-13186	390,388
C	ffct-13187	22,36
C	ffct-13188	2,3
C	ffct-13189	8,388
C	ffct-13190	399
C	ffct-13191	437,10
C	ffct-13192	393
C	ffct-13193	394,3
C	ffct-13194	390
C	ffct-13195	399
C	ffct-13196	417,439
C	ffct-13198	420
C	ffct-13199	393
C	ffct-13200	411
C	ffct-13201	388,390
C	ffct-13202	400,22
C	ffct-13203	388,390
C	ffct-13204	22
C	ffct-13205	399,2
C	ffct-13206	417
C	ffct-13207	417,426
C	ffct-13208	400,2
C	ffct-13209	386,417
C	ffct-13210	7,38
C	ffct-13211	400,407
C	ffct-13212	393
C	ffct-13213	437,401
C	ffct-13214	3,399
C	ffct-13215	39,2
C	ffct-13216	48
C	ffct-13217	31,32
C	ffct-13218	420,2
C	ffct-13219	392
C	ffct-13220	437
C	ffct-13221	399,20
C	ffct-13222	39,3
C	ffct-13223	386,12
C	ffct-13224	392,411
C	ffct-13225	390,411
C	ffct-13226	7,2
C	ffct-13227	417,404
C	ffct-13228	388,390
C	ffct-13229	3,392
C	ffct-13230	404,41
C	ffct-13231	7
C	ffct-13232	411
C	ffct-13233	26,388
C	ffct-13234	420
C	ffct-13235	407,400
C	ffct-13236	388,26
C	ffct-13237	7
C	ffct-13238	7,3
C	ffct-13239	392,17
C	ffct-13240	39,400
C	ffct-13241	392
C	ffct-13242	442,2
C	ffct-13243	26
C	ffct-13244	407,2
C	ffct-13245	392
C	ffct-13246	417,401
C	ffct-13247	7,3
C	ffct-13248	437
C	ffct-13249	416
C	ffct-13250	411,392
C	ffct-13251	399,2
C	ffct-13252	7,2
C	ffct-13253	49
C	ffct-13254	392
C	ffct-13255	393
C	ffct-13256	386
C	ffct-13257	400,32
C	ffct-13258	2,396
C	ffct-13259	39
C	ffct-13260	390
C	ffct-13261	38,399
C	ffct-13262	411
C	ffct-13263	419
C	ffct-13264	394
C	ffct-13265	424,429
C	ffct-13266	420,2
C	ffct-13267	404,426
C	ffct-13268	407,3
C	ffct-13269	3
C	ffct-13270	26,388
C	ffct-13271	392,390
C	ffct-13272	7,3
C	ffct-13273	442,426
C	ffct-13274	7,2
C	ffct-13275	10
C	ffct-13276	32,400
C	ffct-13277	393,3
C	ffct-13278	399
C	ffct-13279	390,388
C	ffct-13280	399,3
C	ffct-13281	390
C	ffct-13282	390,388
C	ffct-13283	420
C	ffct-13284	392
C	ffct-13285	400,394
C	ffct-13286	390,417
C	ffct-13287	393
C	ffct-13288	424
C	ffct-13289	417,40
C	ffct-13290	390
C	ffct-13291	393
C	ffct-13292	417
C	ffct-13293	46
C	ffct-13294	393
C	ffct-13295	390
C	ffct-13296	399,2
C	ffct-13297	442,26
C	ffct-13298	417,416
C	ffct-13299	23,400
C	ffct-13300	411
C	ffct-13301	393
C	ffct-13302	17
C	ffct-13303	393,417
C	ffct-13304	420,2
C	ffct-13305	400,407
C	ffct-13306	20,412
C	ffct-13307	39,41
C	ffct-13308	407,400
C	ffct-13309	393
C	ffct-13310	38,399
C	ffct-13311	417
C	ffct-13312	388,390
C	ffct-13313	404,49
C	ffct-13314	14,404
C	ffct-13315	33,2
C	ffct-13316	390,8
C	ffct-13317	40
C	ffct-13318	17,390
C	ffct-13319	39,400
C	ffct-13320	48,18
C	ffct-13321	399
C	ffct-13322	4
C	ffct-13323	390,392
C	ffct-13324	7,2
C	ffct-13325	26
C	ffct-13326	7
C	ffct-13327	39,400
C	ffct-13328	429,3
C	ffct-13329	436,32
C	ffct-13330	7,3
C	ffct-13331	392,390
C	ffct-13332	411,17
C	ffct-13333	420,39
C	ffct-13334	38,3
C	ffct-13335	393
C	ffct-13336	420,20
C	ffct-13337	425,392
C	ffct-13338	420
C	ffct-13339	404,412
C	ffct-13340	32,3
C	ffct-13341	426,10
C	ffct-13342	23,400
C	ffct-13343	23,400
C	ffct-13344	7,416
C	ffct-13345	424
C	ffct-13346	391,411
C	ffct-13347	40
C	ffct-13348	390,8
C	ffct-13349	417
C	ffct-13350	390,439
C	ffct-13351	411,390
C	ffct-13352	38,399
C	ffct-13353	417
C	ffct-13354	407
C	ffct-13355	39
C	ffct-13356	7,3
C	ffct-13357	2
C	ffct-13358	390,388
C	ffct-13359	407,394
C	ffct-13360	17,12
C	ffct-13361	7,3
C	ffct-13362	3,32
C	ffct-13363	388,390
C	ffct-13364	393,390
C	ffct-13365	416
C	ffct-13366	417,416
C	ffct-13367	390,8
C	ffct-13369	38,3
C	ffct-13370	390,411
C	ffct-13371	400,394
C	ffct-13372	400,399
C	ffct-13373	400,399
C	ffct-13374	393,3
C	ffct-13375	392
C	ffct-13376	399,424
C	ffct-13377	7
C	ffct-13378	437,417
C	ffct-13379	420,3
C	ffct-13380	411
C	ffct-13381	390,439
C	ffct-13382	399,3
C	ffct-13383	399,2
C	ffct-13384	17
C	ffct-13385	417,411
C	ffct-13386	393,394
C	ffct-13387	420,393
C	ffct-13388	392,390
C	ffct-13389	399
C	ffct-13390	7,2
C	ffct-13391	417,411
C	ffct-13392	7,429
C	ffct-13393	392
C	ffct-13394	7,3
C	ffct-13395	432,2
C	ffct-13396	417,35
C	ffct-13397	39,2
C	ffct-13398	10,437
C	ffct-13399	407,2
C	ffct-13400	393,390
C	ffct-13401	393,2
C	ffct-13402	392,12
C	ffct-13403	390
C	ffct-13404	14,5
C	ffct-13405	386
C	ffct-13406	48
C	ffct-13407	392
C	ffct-13408	390,392
C	ffct-13409	32,418
C	ffct-13410	4,390
C	ffct-13411	392
C	ffct-13412	386
C	ffct-13413	400,407
C	ffct-13414	392
C	ffct-13415	411,390
C	ffct-13416	432,2
C	ffct-13417	390
C	ffct-13418	8
C	ffct-13419	399,3
C	ffct-13420	417,48
C	ffct-13421	424
C	ffct-13422	417
C	ffct-13423	17
C	ffct-13424	392,424
C	ffct-13425	386
C	ffct-13427	38
C	ffct-13428	390
C	ffct-13429	392
C	ffct-13430	411
C	ffct-13431	32,42
C	ffct-13432	7
C	ffct-13433	416
C	ffct-13434	400,407
C	ffct-13435	442,426
C	ffct-13436	3
C	ffct-13437	392
C	ffct-13438	386
C	ffct-13439	386
C	ffct-13440	31
C	ffct-13442	393
C	ffct-13443	39,400
C	ffct-13444	39,3
C	ffct-13445	393,3
C	ffct-13446	386
C	ffct-13447	393,32
C	ffct-13448	393,2
C	ffct-13449	399
C	ffct-13450	411,39
C	ffct-13451	417
C	ffct-13452	392,390
C	ffct-13453	12,386
C	ffct-13454	390,388
C	ffct-13455	390,442
C	ffct-13456	388
C	ffct-13457	393
C	ffct-13458	399,400
C	ffct-13459	396,3
C	ffct-13460	407,401
C	ffct-13461	393,429
C	ffct-13462	1,3
C	ffct-13463	417,423
C	ffct-13464	32
C	ffct-13465	393,2
C	ffct-13466	8
C	ffct-13467	420,2
C	ffct-13468	14,404
C	ffct-13469	393,2
C	ffct-13470	26,388
C	ffct-13471	23,2
C	ffct-13472	416,48
C	ffct-13473	400,394
C	ffct-13474	48,18
C	ffct-13475	36,2
C	ffct-13476	399
C	ffct-13477	39,2
C	ffct-13478	17,392
C	ffct-13479	7
C	ffct-13480	417,439
C	ffct-13481	392,391
C	ffct-13482	442
C	ffct-13483	3,399
C	ffct-13484	392,390
C	ffct-13485	417,36
C	ffct-13486	400,39
C	ffct-13487	399,2
C	ffct-13488	41,411
C	ffct-13489	400,394
C	ffct-13490	7
C	ffct-13491	400,399
C	ffct-13492	411,390
C	ffct-13493	392,396
C	ffct-13494	404
C	ffct-13495	39,3
C	ffct-13496	3,399
C	ffct-13497	392,390
C	ffct-13498	17,392
C	ffct-13499	417,41
C	ffct-13500	392,390
C	ffct-13501	392
C	ffct-13502	7,3
C	ffct-13503	417,41
C	ffct-13504	7
C	ffct-13505	392,12
C	ffct-13506	407,3
C	ffct-13507	417,437
C	ffct-13508	400,394
C	ffct-13509	392
C	ffct-13510	407,400
C	ffct-13511	417,416
C	ffct-13512	7,3
C	ffct-13513	417,2
C	ffct-13514	393,32
C	ffct-13515	392
C	ffct-13516	32
C	ffct-13517	420
C	ffct-13519	8
C	ffct-13520	420
C	ffct-13521	420,3
C	ffct-13522	399
C	ffct-13523	407
C	ffct-13524	393
C	ffct-13525	26
C	ffct-13526	417,48
C	ffct-13527	392
C	ffct-13528	393,2
C	ffct-13529	392
C	ffct-13531	7
C	ffct-13532	42
C	ffct-13533	393
C	ffct-13534	26
C	ffct-13535	393
C	ffct-13536	32
C	ffct-13537	46,421
C	ffct-13538	388
C	ffct-13539	399
C	ffct-13540	390
C	ffct-13541	1,2
C	ffct-13542	417
C	ffct-13543	2,1
C	ffct-13544	39,32
C	ffct-13545	407,400
C	ffct-13546	407,400
C	ffct-13548	417,437
C	ffct-13549	417,10
C	ffct-13550	419
C	ffct-13551	17
C	ffct-13552	392
C	ffct-13553	400,394
C	ffct-13554	7
C	ffct-13556	392,390
C	ffct-13557	399
C	ffct-13558	7,3
C	ffct-13559	393
C	ffct-13560	393,3
C	ffct-13561	399,2
C	ffct-13562	390
C	ffct-13563	38
C	ffct-13564	7
C	ffct-13565	42,10
C	ffct-13566	7,2
C	ffct-13567	432,401
C	ffct-13568	23,400
C	ffct-13569	407,32
C	ffct-13570	417,32
C	ffct-13571	432
C	ffct-13572	417
C	ffct-13573	39,400
C	ffct-13574	411,41
C	ffct-13575	393
C	ffct-13577	417,32
C	ffct-13578	42,32
C	ffct-13579	7,42
C	ffct-13580	26,388
C	ffct-13581	393
C	ffct-13582	32
C	ffct-13583	392
C	ffct-13584	7,3
C	ffct-13585	393
C	ffct-13586	399
C	ffct-13587	417,48
C	ffct-13588	48,417
C	ffct-13589	432,2
C	ffct-13590	393,2
C	ffct-13591	417,439
C	ffct-13592	393
C	ffct-13593	417
C	ffct-13594	393,2
C	ffct-13595	399,3
C	ffct-13596	417,411
C	ffct-13597	400,32
C	ffct-13598	390
C	ffct-13599	14,390
C	ffct-13600	393
C	ffct-13601	417
C	ffct-13602	393
C	ffct-13603	23
C	ffct-13604	7,3
C	ffct-13605	417
C	ffct-13606	392,424
C	ffct-13608	420,400
C	ffct-13609	390
C	ffct-13610	400,429
C	ffct-13611	400,2
C	ffct-13612	392,390
C	ffct-13613	399,3
C	ffct-13614	411,390
C	ffct-13615	404,32
C	ffct-13616	7
C	ffct-13617	416
C	ffct-13618	417,48
C	ffct-13619	400,3
C	ffct-13620	404,439
C	ffct-13621	429
C	ffct-13622	393,2
C	ffct-13623	1
C	ffct-13624	3
C	ffct-13625	7
C	ffct-13626	32,2
C	ffct-13627	417
C	ffct-13628	7
C	ffct-13629	399
C	ffct-13630	407,409
C	ffct-13631	2
C	ffct-13632	41
C	ffct-13633	26
C	ffct-13634	39,2
C	ffct-13635	392
C	ffct-13636	48,411
C	ffct-13637	390,392
C	ffct-13638	12,15
C	ffct-13639	393,424
C	ffct-13640	400,32
C	ffct-13641	12
C	ffct-13642	393
C	ffct-13643	417,40
C	ffct-13644	40
C	ffct-13645	26,390
C	ffct-13646	420,2
C	ffct-13647	417
C	ffct-13648	420
C	ffct-13649	417,423
C	ffct-13650	7,2
C	ffct-13651	401,23
C	ffct-13652	41
C	ffct-13653	23,400
C	ffct-13654	399,41
C	ffct-13655	392
C	ffct-13656	7,2
C	ffct-13657	386,12
C	ffct-13658	399
C	ffct-13659	394
C	ffct-13660	1,2
C	ffct-13661	399,20
C	ffct-13662	417,439
C	ffct-13663	26,388
C	ffct-13664	400,429
C	ffct-13665	392,390
C	ffct-13666	392,8
C	ffct-13668	25,392
C	ffct-13670	407,2
C	ffct-13671	392,8
C	ffct-13672	400,407
C	ffct-13673	23,400
C	ffct-13674	392,3
C	ffct-13675	390,26
C	ffct-13676	399,2
C	ffct-13677	399,2
C	ffct-13678	417,416
C	ffct-13679	400,407
C	ffct-13680	38
C	ffct-13681	392,17
C	ffct-13682	417,2
C	ffct-13683	417,40
C	ffct-13684	394,399
C	ffct-13685	417,416
C	ffct-13686	417,415
C	ffct-13687	42,32
C	ffct-13688	392,26
C	ffct-13689	417
C	ffct-13690	7,3
C	ffct-13691	388
C	ffct-13692	420,400
C	ffct-13693	39,400
C	ffct-13694	417,9
C	ffct-13695	26,388
C	ffct-13696	1,3
C	ffct-13697	426,32
C	ffct-13698	400,420
C	ffct-13699	393,2
C	ffct-13700	400,3
C	ffct-13701	390,442
C	ffct-13702	393,40
C	ffct-13703	392,390
C	ffct-13704	7
C	ffct-13705	25,2
C	ffct-13706	390,388
C	ffct-13707	399,2
C	ffct-13708	393,424
C	ffct-13709	399
C	ffct-13710	417,439
C	ffct-13711	393
C	ffct-13712	400,32
C	ffct-13713	392,424
C	ffct-13714	17
C	ffct-13715	12
C	ffct-13716	48,424
C	ffct-13717	26,390
C	ffct-13718	393,3
C	ffct-13719	12,417
C	ffct-13720	48,417
C	ffct-13721	407
C	ffct-13722	393,416
C	ffct-13723	388,390
C	ffct-13724	400,2
C	ffct-13725	420,2
C	ffct-13726	4
C	ffct-13727	420
C	ffct-13728	417,415
C	ffct-13729	7,2
C	ffct-13730	7
C	ffct-13731	417,40
C	ffct-13732	404
C	ffct-13733	417,48
C	ffct-13734	393,2
C	ffct-13735	417
C	ffct-13736	404,12
C	ffct-13737	393,3
C	ffct-13738	392
C	ffct-13739	390
C	ffct-13740	411,424
C	ffct-13741	390,388
C	ffct-13742	392,429
C	ffct-13743	396
C	ffct-13744	392,390
C	ffct-13746	390,26
C	ffct-13747	390,392
C	ffct-13748	399
C	ffct-13749	417,40
C	ffct-13750	2
C	ffct-13751	7
C	ffct-13752	390
C	ffct-13753	7,3
C	ffct-13754	417,416
C	ffct-13755	22,400
C	ffct-13756	7,3
C	ffct-13757	12,386
C	ffct-13758	420,2
C	ffct-13759	419
C	ffct-13760	7,42
C	ffct-13761	404,390
C	ffct-13762	49
C	ffct-13763	26,404
C	ffct-13764	392,390
C	ffct-13765	399,3
C	ffct-13766	38,3
C	ffct-13767	39,2
C	ffct-13768	26,388
C	ffct-13769	404,386
C	ffct-13770	39,42
C	ffct-13771	417
C	ffct-13772	411,390
C	ffct-13773	23,400
C	ffct-13774	412,32
C	ffct-13775	390,17
C	ffct-13776	390,411
C	ffct-13778	39,400
C	ffct-13779	393
C	ffct-13780	7,3
C	ffct-13781	417,415
C	ffct-13782	417,439
C	ffct-13783	7,401
C	ffct-13784	399,2
C	ffct-13785	417,426
C	ffct-13786	417
C	ffct-13789	399
C	ffct-13790	407,400
C	ffct-13792	42
C	ffct-13793	417
C	ffct-13794	400,32
C	ffct-13795	406
C	ffct-13796	393,3
C	ffct-13797	432,4
C	ffct-13798	390,411
C	ffct-13799	20,32
C	ffct-13800	39,400
C	ffct-13801	7
C	ffct-13802	399,46
C	ffct-13803	26,390
C	ffct-13804	437
C	ffct-13805	7,3
C	ffct-13806	38
C	ffct-13807	412,20
C	ffct-13808	7
C	ffct-13809	48,411
C	ffct-13810	400,39
C	ffct-13811	22,400
C	ffct-13812	32,42
C	ffct-13813	390,392
C	ffct-13814	417
C	ffct-13815	393,3
C	ffct-13816	400,2
C	ffct-13817	400,420
C	ffct-13818	417,37
C	ffct-13819	39,41
C	ffct-13820	420,2
C	ffct-13821	437,417
C	ffct-13822	392,390
C	ffct-13823	392,391
C	ffct-13824	41,48
C	ffct-13825	49
C	ffct-13826	8,424
C	ffct-13827	417,32
C	ffct-13829	390,439
C	ffct-13830	49,404
C	ffct-13831	47,388
C	ffct-13832	393
C	ffct-13833	392,390
C	ffct-13834	7,3
C	ffct-13835	393
C	ffct-13836	392,390
C	ffct-13837	26
C	ffct-13838	7,2
C	ffct-13839	420,3
C	ffct-13840	442,390
C	ffct-13841	40,417
C	ffct-13842	49,390
C	ffct-13844	417,393
C	ffct-13845	38,2
C	ffct-13846	26
C	ffct-13847	393,3
C	ffct-13848	393,3
C	ffct-13849	10,404
C	ffct-13851	404
C	ffct-13852	399,3
C	ffct-13853	7
C	ffct-13854	38
C	ffct-13855	399,20
C	ffct-13856	393
C	ffct-13857	393,390
C	ffct-13858	392,429
C	ffct-13859	7,3
C	ffct-13860	386,12
C	ffct-13861	390,392
C	ffct-13862	416,40
C	ffct-13863	420,2
C	ffct-13864	7,32
C	ffct-13865	417,12
C	ffct-13866	392
C	ffct-13867	8
C	ffct-13868	399,400
C	ffct-13869	49,417
C	ffct-13870	39,3
C	ffct-13871	420,2
C	ffct-13872	1,39
C	ffct-13873	437
C	ffct-13874	437,20
C	ffct-13875	393
C	ffct-13876	12
C	ffct-13877	400,2
C	ffct-13878	417
C	ffct-13879	12
C	ffct-13880	417,48
C	ffct-13881	386
C	ffct-13882	399,3
C	ffct-13883	32,20
C	ffct-13884	399,20
C	ffct-13885	23
C	ffct-13886	386
C	ffct-13887	400,394
C	ffct-13888	416
C	ffct-13889	400,394
C	ffct-13890	2
C	ffct-13891	393,26
C	ffct-13892	392
C	ffct-13893	26
C	ffct-13894	26
C	ffct-13895	1
C	ffct-13896	41
C	ffct-13897	2
C	ffct-13898	392
C	ffct-13899	417,390
C	ffct-13900	417,439
C	ffct-13901	39,400
C	ffct-13902	390,411
C	ffct-13903	23,400
C	ffct-13904	390
C	ffct-13905	393
C	ffct-13906	417,415
C	ffct-13907	36
C	ffct-13908	390,411
C	ffct-13909	420,3
C	ffct-13910	49
C	ffct-13911	417
C	ffct-13912	11,2
C	ffct-13913	7,437
C	ffct-13914	393,2
C	ffct-13915	392
C	ffct-13916	417,396
C	ffct-13917	40
C	ffct-13918	392
C	ffct-13919	396,406
C	ffct-13920	420,2
C	ffct-13921	439,404
C	ffct-13922	399,20
C	ffct-13923	32,42
C	ffct-13924	390
C	ffct-13925	388,390
C	ffct-13926	41
C	ffct-13927	426,417
C	ffct-13928	420
C	ffct-13929	26,390
C	ffct-13930	411,390
C	ffct-13931	39,2
C	ffct-13932	23,3
C	ffct-13933	39,412
C	ffct-13934	411
C	ffct-13935	393,32
C	ffct-13936	417,40
C	ffct-13937	399,32
C	ffct-13938	420,32
C	ffct-13939	393,3
C	ffct-13940	48,417
C	ffct-13941	39
C	ffct-13942	3
C	ffct-13943	7,2
C	ffct-13944	7,3
C	ffct-13945	23,43
C	ffct-13946	31
C	ffct-13947	399,2
C	ffct-13948	393,26
C	ffct-13949	420,2
C	ffct-13950	25,392
C	ffct-13951	399
C	ffct-13952	417
C	ffct-13953	399
C	ffct-13954	400,412
C	ffct-13955	392,391
C	ffct-13956	420,400
C	ffct-13957	392
C	ffct-13958	390,388
C	ffct-13959	393,2
C	ffct-13960	39,400
C	ffct-13961	399
C	ffct-13962	399
C	ffct-13963	390,392
C	ffct-13964	39,400
C	ffct-13965	417,32
C	ffct-13966	32,426
C	ffct-13967	404,49
C	ffct-13968	38,417
C	ffct-13969	26
C	ffct-13970	442,441
C	ffct-13971	417
C	ffct-13972	3
C	ffct-13973	26
C	ffct-13974	393
C	ffct-13975	399
C	ffct-13976	392
C	ffct-13977	390
C	ffct-13978	26
C	ffct-13979	399,439
C	ffct-13980	437,417
C	ffct-13981	390,388
C	ffct-13982	390
C	ffct-13983	392
C	ffct-13984	390,388
C	ffct-13985	39,3
C	ffct-13986	386
C	ffct-13987	437
C	ffct-13988	390,388
C	ffct-13989	393,3
C	ffct-13990	393
C	ffct-13991	7,2
C	ffct-13992	411
C	ffct-13993	417,437
C	ffct-13994	390
C	ffct-13995	399,32
C	ffct-13996	26
C	ffct-13997	12,417
C	ffct-13998	392
C	ffct-13999	392
C	ffct-14000	32,417
C	ffct-14001	394,2
C	ffct-14002	424
C	ffct-14003	400,399
C	ffct-14004	411,41
C	ffct-14006	417,32
C	ffct-14007	417
C	ffct-14008	417
C	ffct-14009	26,388
C	ffct-14010	7,3
C	ffct-14011	417,437
C	ffct-14012	437,32
C	ffct-14013	411
C	ffct-14014	400,394
C	ffct-14015	8
